county_fips,statename,elasticity,total,year,hpi,hpa,n
1001,2,3.5814337730407715,16784,2001,149142,0.03857777442399879,12
1001,2,3.5814337730407715,16784,2002,151144,0.013334152526697451,12
1001,2,3.5814337730407715,16784,2003,155824,0.030494140447826723,12
1001,2,3.5814337730407715,16784,2004,159876,0.02567134954723116,12
1001,2,3.5814337730407715,16784,2005,169381,0.05775210059470659,12
1001,2,3.5814337730407715,16784,2006,183107,0.07792006606406687,12
1001,2,3.5814337730407715,16784,2007,193621,0.05583195860944734,12
1001,2,3.5814337730407715,16784,2008,196509,0.014805591752878655,12
1001,2,3.5814337730407715,16784,2009,194412,-0.010728613270893916,12
1001,2,3.5814337730407715,16784,2010,185021,-0.0495102863666137,12
1001,2,3.5814337730407715,16784,2011,179532,-0.030115867129572038,12
1001,2,3.5814337730407715,16784,2012,176823,-0.015204232779849391,12
1009,2,2.144763946533203,15962,2001,143478,0.05014285382675432,12
1009,2,2.144763946533203,15962,2002,148579,0.034935089978120004,12
1009,2,2.144763946533203,15962,2003,153248,0.030940720840128222,12
1009,2,2.144763946533203,15962,2004,159598,0.04060062944867049,12
1009,2,2.144763946533203,15962,2005,168213,0.052572879885078194,12
1009,2,2.144763946533203,15962,2006,182953,0.08399825575975228,12
1009,2,2.144763946533203,15962,2007,192884,0.05285968268704977,12
1009,2,2.144763946533203,15962,2008,199455,0.03349967503602791,12
1009,2,2.144763946533203,15962,2009,194919,-0.023004559324503404,12
1009,2,2.144763946533203,15962,2010,185571,-0.04914652950847831,12
1009,2,2.144763946533203,15962,2011,178363,-0.03961675861119396,12
1009,2,2.144763946533203,15962,2012,174587,-0.02139761479827662,12
1055,2,3.406383991241455,47021,2001,71881,0.15768357528179067,12
1055,2,3.406383991241455,47021,2002,74881,0.04088821288675071,12
1055,2,3.406383991241455,47021,2003,77972,0.040449601102880095,12
1055,2,3.406383991241455,47021,2004,81219,0.04079942206009157,12
1055,2,3.406383991241455,47021,2005,85467,0.050981126582815506,12
1055,2,3.406383991241455,47021,2006,92882,0.08319953379206346,12
1055,2,3.406383991241455,47021,2007,98585,0.05958924989936243,12
1055,2,3.406383991241455,47021,2008,101283,0.02699945859202657,12
1055,2,3.406383991241455,47021,2009,104889,0.03498406932049569,12
1055,2,3.406383991241455,47021,2010,98453,-0.06332337118891473,12
1055,2,3.406383991241455,47021,2011,95733,-0.028016210336090808,12
1055,2,3.406383991241455,47021,2012,93853,-0.01983333818109223,12
1067,2,4.256374359130859,8168,2001,65496,0.07596300507820786,12
1067,2,4.256374359130859,8168,2002,68109,0.0391202909394508,12
1067,2,4.256374359130859,8168,2003,72358,0.06051665755163782,12
1067,2,4.256374359130859,8168,2004,76580,0.05670992548391318,12
1067,2,4.256374359130859,8168,2005,82013,0.06854182523487395,12
1067,2,4.256374359130859,8168,2006,90490,0.09836157607901974,12
1067,2,4.256374359130859,8168,2007,99304,0.09294650485060352,12
1067,2,4.256374359130859,8168,2008,100538,0.012349913272855062,12
1067,2,4.256374359130859,8168,2009,101984,0.014280172748424746,12
1067,2,4.256374359130859,8168,2010,98959,-0.030110315294717083,12
1067,2,4.256374359130859,8168,2011,97451,-0.015355935366637041,12
1067,2,4.256374359130859,8168,2012,94219,-0.033727827815864586,12
1073,2,2.144763946533203,299947,2001,106798,0.039360800494597115,12
1073,2,2.144763946533203,299947,2002,111106,0.039545500828895186,12
1073,2,2.144763946533203,299947,2003,114663,0.03151269086195008,12
1073,2,2.144763946533203,299947,2004,120160,0.046826796565989426,12
1073,2,2.144763946533203,299947,2005,126687,0.05289528946931554,12
1073,2,2.144763946533203,299947,2006,134694,0.06128606150924654,12
1073,2,2.144763946533203,299947,2007,141834,0.051651820692411476,12
1073,2,2.144763946533203,299947,2008,141480,-0.0024989953495193618,12
1073,2,2.144763946533203,299947,2009,129613,-0.08760527680770558,12
1073,2,2.144763946533203,299947,2010,124824,-0.03764834239069259,12
1073,2,2.144763946533203,299947,2011,115271,-0.07961886727947487,12
1073,2,2.144763946533203,299947,2012,110998,-0.03777369472741654,12
1081,2,5.2154035568237305,50478,2001,138065,0.0505902115596335,12
1081,2,5.2154035568237305,50478,2002,143230,0.036727141034321065,12
1081,2,5.2154035568237305,50478,2003,149257,0.041217922553641984,12
1081,2,5.2154035568237305,50478,2004,154413,0.03396117859209191,12
